pan,tilt,distance,temperature,valid
14,109,72,49,1
16,109,73,49,1
18,109,73,49,1
20,109,73,49,1
22,109,72,49,1
24,109,72,49,1
26,109,72,49,1
28,109,58,49,1
30,109,49,49,1
32,109,53,49,1
34,109,52,49,1
36,109,52,49,1
38,109,53,49,1
40,109,54,49,1
42,109,55,49,1
44,109,56,49,1
46,109,56,49,1
48,109,58,49,1
50,109,59,49,1
52,109,60,49,1
54,109,62,49,1
56,109,64,49,1
58,109,67,49,1
60,109,69,49,1
62,109,71,49,1
64,109,79,49,1
66,109,87,49,1
68,109,88,49,1
70,109,83,49,1
72,109,89,49,1
74,109,99,49,1
76,109,114,49,1
78,109,111,49,1
80,109,112,49,1
82,109,124,49,1
84,109,130,49,1
86,109,134,49,1
88,109,169,49,1
90,109,237,49,1
92,109,277,49,1
94,109,306,49,1
96,109,348,49,1
98,109,362,49,1
100,109,358,49,1
102,109,359,49,1
104,109,348,49,1
106,109,354,49,1
108,109,353,49,1
110,109,349,49,1
112,109,354,49,1
114,109,348,49,1
116,109,322,49,1
118,109,325,49,1
120,109,328,49,1
122,109,329,49,1
124,109,332,49,1
126,109,334,49,1
128,109,337,49,1
130,109,342,49,1
132,109,346,49,1
134,109,356,49,1
136,109,364,49,1
138,109,370,49,1
140,109,379,49,1
142,109,385,49,1
144,109,383,49,1
146,109,364,49,1
148,109,349,49,1
150,109,335,49,1
152,109,312,49,1
154,109,307,49,1
156,109,294,49,1
158,109,286,49,1
160,109,276,49,1
162,109,268,49,1
164,109,261,49,1
166,109,253,49,1
168,109,244,49,1
170,109,91,49,1
172,109,69,49,1
174,109,64,49,1
176,109,59,49,1
178,109,54,49,1
180,112,47,49,1
178,112,38,49,1
176,112,44,49,1
174,112,50,49,1
172,112,56,49,1
170,112,61,49,1
168,112,69,49,1
166,112,74,49,1
164,112,237,49,1
162,112,254,49,1
160,112,262,49,1
158,112,268,49,1
156,112,279,49,1
154,112,280,49,1
152,112,254,49,1
150,112,254,49,1
148,112,266,49,1
146,112,265,49,1
144,112,324,49,1
142,112,278,49,1
140,112,194,49,1
138,112,182,49,1
136,112,316,49,1
134,112,339,49,1
132,112,324,49,1
130,112,296,49,1
128,112,323,49,1
126,112,330,49,1
124,112,334,49,1
122,112,331,49,1
120,112,329,49,1
118,112,327,49,1
116,112,326,49,1
114,112,320,49,1
112,112,346,49,1
110,112,354,49,1
108,112,347,49,1
106,112,351,49,1
104,112,354,49,1
102,112,351,49,1
100,112,355,49,1
98,112,359,49,1
96,112,347,49,1
94,112,338,49,1
92,112,306,49,1
90,112,308,49,1
88,112,265,49,1
86,112,213,49,1
84,112,171,49,1
82,112,159,49,1
80,112,183,49,1
78,112,170,49,1
76,112,108,49,1
74,112,130,49,1
72,112,118,49,1
70,112,110,49,1
68,112,117,49,1
66,112,114,49,1
64,112,112,49,1
62,112,107,49,1
60,112,96,49,1
58,112,85,49,1
56,112,87,49,1
54,112,95,49,1
52,112,94,49,1
50,112,92,49,1
48,112,89,49,1
46,112,87,49,1
44,112,85,49,1
42,112,84,49,1
40,112,82,49,1
38,112,81,49,1
36,112,79,49,1
34,112,79,49,1
32,112,78,49,1
30,112,77,49,1
28,112,69,49,1
26,112,49,49,1
24,112,62,49,1
22,112,72,49,1
20,112,74,49,1
18,112,74,49,1
16,112,74,49,1
14,112,74,49,1
12,112,73,49,1
10,112,58,49,1
8,112,57,49,1
6,112,40,49,1
4,112,75,49,1
2,112,73,49,1
0,115,50,49,1
2,115,76,49,1
4,115,64,49,1
6,115,52,49,1
8,115,30,49,1
10,115,48,49,1
12,115,65,49,1
14,115,52,49,1
16,115,53,49,1
18,115,68,49,1
20,115,73,49,1
22,115,72,49,1
24,115,74,49,1
26,115,73,49,1
28,115,59,49,1
30,115,50,49,1
32,115,76,49,1
34,115,77,49,1
36,115,78,49,1
38,115,79,49,1
40,115,81,49,1
42,115,82,49,1
44,115,84,49,1
46,115,85,49,1
48,115,88,49,1
50,115,89,49,1
52,115,93,49,1
54,115,95,49,1
56,115,98,49,1
58,115,92,49,1
60,115,92,49,1
62,115,96,49,1
64,115,105,49,1
66,115,112,49,1
68,115,118,49,1
70,115,124,49,1
72,115,40,49,1
74,115,38,49,1
76,115,39,49,1
78,115,87,49,1
80,115,169,49,1
82,115,189,49,1
84,115,157,49,1
86,115,185,49,1
88,115,166,49,1
90,115,240,49,1
92,115,277,49,1
94,115,197,49,1
96,115,113,49,1
98,115,116,49,1
100,115,351,49,1
102,115,352,49,1
104,115,347,49,1
106,115,353,49,1
108,115,353,49,1
110,115,346,49,1
112,115,285,49,1
114,115,205,49,1
116,115,209,49,1
118,115,221,49,1
120,115,228,49,1
122,115,216,49,1
124,115,200,49,1
126,115,197,49,1
128,115,199,49,1
130,115,200,49,1
132,115,203,49,1
134,115,202,49,1
136,115,166,49,1
138,115,153,49,1
140,115,153,49,1
142,115,155,49,1
144,115,160,49,1
146,115,163,49,1
148,115,184,49,1
150,115,180,49,1
152,115,180,49,1
154,115,194,49,1
156,115,196,49,1
158,115,200,49,1
160,115,214,49,1
162,115,214,49,1
164,115,225,49,1
166,115,243,49,1
168,115,99,49,1
170,115,71,49,1
172,115,65,49,1
174,115,58,49,1
176,115,51,49,1
178,115,46,49,1
180,112,36,49,1
178,112,34,49,1
176,112,34,49,1
174,112,44,49,1
172,112,51,49,1
170,112,56,49,1
168,112,63,49,1
166,112,68,49,1
164,112,73,49,1
162,112,201,49,1
160,112,205,49,1
158,112,197,49,1
156,112,185,49,1
154,112,178,49,1
152,112,170,49,1
150,112,164,49,1
148,112,154,49,1
146,112,151,49,1
144,112,147,49,1
142,112,143,49,1
140,112,140,49,1
138,112,137,49,1
136,112,135,49,1
134,112,134,49,1
132,112,131,49,1
130,112,131,49,1
128,112,130,49,1
126,112,127,49,1
124,112,132,49,1
122,112,138,49,1
120,112,145,49,1
118,112,151,49,1
116,112,162,49,1
114,112,174,49,1
112,112,259,49,1
110,112,323,49,1
108,112,348,49,1
106,112,351,49,1
104,112,354,49,1
102,112,353,49,1
100,112,349,49,1
98,112,331,49,1
96,112,110,49,1
94,112,95,49,1
92,112,71,49,1
90,112,64,49,1
88,112,63,49,1
86,112,63,49,1
84,112,57,49,1
82,112,60,49,1
80,112,55,49,1
78,112,54,49,1
76,112,54,49,1
74,112,38,49,1
72,112,38,49,1
70,112,38,49,1
68,112,62,49,1
66,112,62,49,1
64,112,55,49,1
62,112,65,49,1
60,112,66,49,1
58,112,67,49,1
56,112,69,49,1
54,112,71,49,1
52,112,79,49,1
50,112,78,49,1
48,112,76,49,1
46,112,80,49,1
44,112,80,49,1
42,112,79,49,1
40,112,77,49,1
38,112,76,49,1
36,112,66,49,1
34,112,65,49,1
32,112,67,49,1
30,112,70,49,1
28,112,47,49,1
26,112,41,49,1
24,112,41,49,1
22,112,40,49,1
20,112,45,49,1
18,112,27,49,1
16,112,47,49,1
14,112,45,49,1
12,112,50,49,1
10,112,51,49,1
8,112,43,49,1
6,112,36,49,1
4,112,26,49,1
2,112,42,49,1
0,109,49,49,1
2,109,76,49,1
4,109,41,49,1
6,109,47,49,1
8,109,31,49,1
10,109,47,49,1
12,109,59,49,1
14,109,51,49,1
16,109,54,49,1
18,109,65,49,1
20,109,73,49,1
22,109,73,49,1
24,109,72,49,1
26,109,73,49,1
28,109,53,49,1
30,109,52,49,1
32,109,77,49,1
34,109,78,49,1
36,109,79,49,1
38,109,79,49,1
40,109,82,49,1
42,109,83,49,1
44,109,84,49,1
46,109,86,49,1
48,109,88,49,1
50,109,90,49,1
52,109,93,49,1
54,109,96,49,1
56,109,99,49,1
58,109,87,49,1
60,109,93,49,1
62,109,91,49,1
64,109,104,49,1
66,109,108,49,1
68,109,114,49,1
70,109,120,49,1
72,109,40,49,1
74,109,38,49,1
76,109,39,49,1
78,109,91,49,1
80,109,177,49,1
82,109,161,49,1
84,109,142,49,1
86,109,171,49,1
88,109,194,49,1
90,109,247,49,1
92,109,260,49,1
94,109,163,49,1
96,109,117,49,1
98,109,114,49,1
100,109,338,49,1
102,109,355,49,1
104,109,349,49,1
106,109,352,49,1
108,109,352,49,1
110,109,345,49,1
112,109,254,49,1
114,109,197,49,1
116,109,209,49,1
118,109,219,49,1
120,109,216,49,1
122,109,209,49,1
124,109,199,49,1
126,109,197,49,1
128,109,198,49,1
130,109,200,49,1
132,109,203,49,1
134,109,196,49,1
136,109,161,49,1
138,109,152,49,1
140,109,153,49,1
142,109,157,49,1
144,109,161,49,1
146,109,164,49,1
148,109,180,49,1
150,109,177,49,1
152,109,179,49,1
154,109,193,49,1
156,109,193,49,1
158,109,197,49,1
160,109,210,49,1
162,109,214,49,1
164,109,227,49,1
166,109,239,49,1
168,109,79,49,1
170,109,70,49,1
172,109,63,49,1
174,109,57,49,1
176,109,50,49,1
178,109,45,49,1
180,106,36,49,1
178,106,35,49,1
176,106,37,49,1
174,106,47,49,1
172,106,55,49,1
170,106,60,49,1
168,106,66,49,1
166,106,72,49,1
164,106,144,49,1
162,106,250,49,1
160,106,259,49,1
158,106,264,49,1
156,106,273,49,1
154,106,272,49,1
152,106,249,49,1
150,106,255,49,1
148,106,269,49,1
146,106,267,49,1
144,106,290,49,1
142,106,295,49,1
140,106,198,49,1
138,106,173,49,1
136,106,198,49,1
134,106,317,49,1
132,106,309,49,1
130,106,278,49,1
128,106,293,49,1
126,106,303,49,1
124,106,334,49,1
122,106,333,49,1
120,106,330,49,1
118,106,327,49,1
116,106,327,49,1
114,106,324,49,1
112,106,324,49,1
110,106,352,49,1
108,106,350,49,1
106,106,347,49,1
104,106,353,49,1
102,106,354,49,1
100,106,347,49,1
98,106,356,49,1
96,106,338,49,1
94,106,341,49,1
92,106,291,49,1
90,106,319,49,1
88,106,285,49,1
86,106,250,49,1
84,106,165,49,1
82,106,180,49,1
80,106,186,49,1
78,106,187,49,1
76,106,112,49,1
74,106,124,49,1
72,106,129,49,1
70,106,116,49,1
68,106,122,49,1
66,106,119,49,1
64,106,117,49,1
62,106,113,49,1
60,106,106,49,1
58,106,97,49,1
56,106,91,49,1
54,106,82,49,1
52,106,96,49,1
50,106,93,49,1
48,106,91,49,1
46,106,89,49,1
44,106,85,49,1
42,106,85,49,1
40,106,82,49,1
38,106,81,49,1
36,106,80,49,1
34,106,79,49,1
32,106,78,49,1
30,106,78,49,1
28,106,76,49,1
26,106,52,49,1
24,106,62,49,1
22,106,67,49,1
20,106,74,49,1
18,106,74,49,1
16,106,74,49,1
14,106,74,49,1
12,106,73,49,1
10,106,57,49,1
8,106,59,49,1
6,106,40,49,1
4,106,73,49,1
2,106,75,49,1
0,103,46,49,1
2,103,76,49,1
4,103,63,49,1
6,103,52,49,1
8,103,74,49,1
10,103,69,49,1
12,103,70,49,1
14,103,64,49,1
16,103,74,49,1
18,103,73,49,1
20,103,73,49,1
22,103,74,49,1
24,103,73,49,1
26,103,72,49,1
28,103,53,49,1
30,103,50,49,1
32,103,52,49,1
34,103,52,49,1
36,103,52,49,1
38,103,53,49,1
40,103,54,49,1
42,103,55,49,1
44,103,56,49,1
46,103,57,49,1
48,103,58,49,1
50,103,59,49,1
52,103,60,49,1
54,103,62,49,1
56,103,65,49,1
58,103,68,49,1
60,103,72,49,1
62,103,77,49,1
64,103,88,49,1
66,103,95,49,1
68,103,87,49,1
70,103,87,49,1
72,103,93,49,1
74,103,112,49,1
76,103,110,49,1
78,103,110,49,1
80,103,116,49,1
82,103,129,49,1
84,103,130,49,1
86,103,137,49,1
88,103,222,49,1
90,103,256,49,1
92,103,292,49,1
94,103,280,49,1
96,103,361,49,1
98,103,357,49,1
100,103,361,49,1
102,103,354,49,1
104,103,351,49,1
106,103,355,49,1
108,103,350,49,1
110,103,348,49,1
112,103,354,49,1
114,103,337,49,1
116,103,324,49,1
118,103,327,49,1
120,103,329,49,1
122,103,331,49,1
124,103,333,49,1
126,103,336,49,1
128,103,340,49,1
130,103,344,49,1
132,103,352,49,1
134,103,359,49,1
136,103,366,49,1
138,103,373,49,1
140,103,380,49,1
142,103,387,49,1
144,103,380,49,1
146,103,362,49,1
148,103,342,49,1
150,103,328,49,1
152,103,311,49,1
154,103,302,49,1
156,103,289,49,1
158,103,281,49,1
160,103,273,49,1
162,103,267,49,1
164,103,257,49,1
166,103,249,49,1
168,103,218,49,1
170,103,77,49,1
172,103,69,49,1
174,103,63,49,1
176,103,57,49,1
178,103,51,49,1
180,100,47,49,1
178,100,45,49,1
176,100,49,49,1
174,100,56,49,1
172,100,63,49,1
170,100,68,49,1
168,100,77,49,1
166,100,209,49,1
164,100,247,49,1
162,100,254,49,1
160,100,261,49,1
158,100,268,49,1
156,100,278,49,1
154,100,286,49,1
152,100,295,49,1
150,100,305,49,1
148,100,321,49,1
146,100,330,49,1
144,100,346,49,1
142,100,364,49,1
140,100,387,49,1
138,100,388,49,1
136,100,377,49,1
134,100,370,49,1
132,100,367,49,1
130,100,360,49,1
128,100,350,49,1
126,100,346,49,1
124,100,339,49,1
122,100,336,49,1
120,100,334,49,1
118,100,331,49,1
116,100,330,49,1
114,100,326,49,1
112,100,346,49,1
110,100,359,49,1
108,100,352,49,1
106,100,353,49,1
104,100,357,49,1
102,100,356,49,1
100,100,351,49,1
98,100,361,49,1
96,100,356,49,1
94,100,362,49,1
92,100,359,49,1
90,100,319,49,1
88,100,275,49,1
86,100,242,49,1
84,100,141,49,1
82,100,131,49,1
80,100,133,49,1
78,100,136,49,1
76,100,150,49,1
74,100,151,49,1
72,100,146,49,1
70,100,139,49,1
68,100,124,49,1
66,100,117,49,1
64,100,119,49,1
62,100,115,49,1
60,100,86,49,1
58,100,86,49,1
56,100,83,49,1
54,100,99,49,1
52,100,97,49,1
50,100,95,49,1
48,100,92,49,1
46,100,91,49,1
44,100,88,49,1
42,100,85,49,1
40,100,84,49,1
38,100,83,49,1
36,100,81,49,1
34,100,61,49,1
32,100,56,49,1
30,100,54,49,1
28,100,53,49,1
26,100,62,49,1
24,100,58,49,1
22,100,55,49,1
20,100,52,49,1
18,100,51,49,1
16,100,49,49,1
14,100,48,49,1
12,100,48,49,1
10,100,48,49,1
8,100,48,49,1
6,100,48,49,1
4,100,49,49,1
2,100,49,49,1
0,97,65,49,1
2,97,78,49,1
4,97,76,49,1
6,97,54,49,1
8,97,48,49,1
10,97,48,49,1
12,97,49,49,1
14,97,50,49,1
16,97,51,49,1
18,97,52,49,1
20,97,75,49,1
22,97,75,49,1
24,97,76,49,1
26,97,76,49,1
28,97,77,49,1
30,97,76,49,1
32,97,54,49,1
34,97,55,49,1
36,97,58,49,1
38,97,67,49,1
40,97,83,49,1
42,97,85,49,1
44,97,86,49,1
46,97,87,49,1
48,97,88,49,1
50,97,91,49,1
52,97,94,49,1
54,97,93,49,1
56,97,83,49,1
58,97,82,49,1
60,97,86,49,1
62,97,96,49,1
64,97,90,49,1
66,97,102,49,1
68,97,125,49,1
70,97,130,49,1
72,97,139,49,1
74,97,141,49,1
76,97,152,49,1
78,97,164,49,1
80,97,147,49,1
82,97,137,49,1
84,97,136,49,1
86,97,172,49,1
88,97,229,49,1
90,97,255,49,1
92,97,294,49,1
94,97,338,49,1
96,97,369,49,1
98,97,364,49,1
100,97,365,49,1
102,97,364,49,1
104,97,354,49,1
106,97,361,49,1
108,97,356,49,1
110,97,354,49,1
112,97,360,49,1
114,97,346,49,1
116,97,330,49,1
118,97,336,49,1
120,97,333,49,1
122,97,335,49,1
124,97,338,49,1
126,97,341,49,1
128,97,345,49,1
130,97,349,49,1
132,97,354,49,1
134,97,362,49,1
136,97,370,49,1
138,97,376,49,1
140,97,387,49,1
142,97,394,49,1
144,97,386,49,1
146,97,365,49,1
148,97,346,49,1
150,97,335,49,1
152,97,319,49,1
154,97,305,49,1
156,97,295,49,1
158,97,286,49,1
160,97,276,49,1
162,97,271,49,1
164,97,261,49,1
166,97,255,49,1
168,97,249,49,1
170,97,243,49,1
172,97,134,49,1
174,97,73,49,1
176,97,66,49,1
178,97,60,49,1
180,94,58,49,1
178,94,58,49,1
176,94,64,49,1
174,94,73,49,1
172,94,148,49,1
170,94,229,49,1
168,94,240,49,1
166,94,246,49,1
164,94,253,49,1
162,94,260,49,1
160,94,268,49,1
158,94,275,49,1
156,94,284,49,1
154,94,291,49,1
152,94,301,49,1
150,94,312,49,1
148,94,330,49,1
146,94,338,49,1
144,94,357,49,1
142,94,374,49,1
140,94,394,49,1
138,94,396,49,1
136,94,385,49,1
134,94,379,49,1
132,94,373,49,1
130,94,365,49,1
128,94,356,49,1
126,94,352,49,1
124,94,346,49,1
122,94,344,49,1
120,94,340,49,1
118,94,338,49,1
116,94,338,49,1
114,94,332,49,1
112,94,357,49,1
110,94,365,49,1
108,94,358,49,1
106,94,358,49,1
104,94,365,49,1
102,94,363,49,1
100,94,359,49,1
98,94,367,49,1
96,94,366,49,1
94,94,370,49,1
92,94,361,49,1
90,94,332,49,1
88,94,236,49,1
86,94,143,49,1
84,94,126,49,1
82,94,121,49,1
80,94,142,49,1
78,94,170,49,1
76,94,174,49,1
74,94,156,49,1
72,94,146,49,1
70,94,140,49,1
68,94,131,49,1
66,94,117,49,1
64,94,102,49,1
62,94,112,49,1
60,94,111,49,1
58,94,108,49,1
56,94,103,49,1
54,94,94,49,1
52,94,82,49,1
50,94,83,49,1
48,94,86,49,1
46,94,93,49,1
44,94,90,49,1
42,94,87,49,1
40,94,85,49,1
38,94,84,49,1
36,94,82,49,1
34,94,61,49,1
32,94,57,49,1
30,94,55,49,1
28,94,64,49,1
26,94,78,49,1
24,94,77,49,1
22,94,77,49,1
20,94,77,49,1
18,94,76,49,1
16,94,71,49,1
14,94,52,49,1
12,94,51,49,1
10,94,50,49,1
8,94,49,49,1
6,94,49,49,1
4,94,49,49,1
2,94,60,49,1
0,91,80,49,1
2,91,81,49,1
4,91,80,49,1
6,91,58,49,1
8,91,49,49,1
10,91,49,49,1
12,91,51,49,1
14,91,53,49,1
16,91,53,49,1
18,91,53,49,1
20,91,76,49,1
22,91,77,49,1
24,91,78,49,1
26,91,78,49,1
28,91,79,49,1
30,91,79,49,1
32,91,60,49,1
34,91,59,49,1
36,91,75,49,1
38,91,83,49,1
40,91,85,49,1
42,91,86,49,1
44,91,88,49,1
46,91,89,49,1
48,91,89,49,1
50,91,83,49,1
52,91,89,49,1
54,91,100,49,1
56,91,103,49,1
58,91,106,49,1
60,91,110,49,1
62,91,112,49,1
64,91,105,49,1
66,91,96,49,1
68,91,95,49,1
70,91,96,49,1
72,91,102,49,1
74,91,103,49,1
76,91,104,49,1
78,91,110,49,1
80,91,110,49,1
82,91,114,49,1
84,91,119,49,1
86,91,123,49,1
88,91,127,49,1
90,91,134,49,1
92,91,0,49,0
94,91,345,49,1
96,91,377,49,1
98,91,377,49,1
100,91,373,49,1
102,91,374,49,1
104,91,365,49,1
106,91,373,49,1
108,91,369,49,1
110,91,364,49,1
112,91,368,49,1
114,91,357,49,1
116,91,336,49,1
118,91,348,49,1
120,91,343,49,1
122,91,343,49,1
124,91,346,49,1
126,91,349,49,1
128,91,353,49,1
130,91,357,49,1
132,91,364,49,1
134,91,373,49,1
136,91,379,49,1
138,91,387,49,1
140,91,396,49,1
142,91,403,49,1
144,91,396,49,1
146,91,376,49,1
148,91,356,49,1
150,91,342,49,1
152,91,325,49,1
154,91,316,49,1
156,91,303,49,1
158,91,295,49,1
160,91,284,49,1
162,91,278,49,1
164,91,268,49,1
166,91,261,49,1
168,91,255,49,1
170,91,250,49,1
172,91,244,49,1
174,91,239,49,1
176,91,234,49,1
178,91,229,49,1
180,88,228,49,1
178,88,229,49,1
176,88,231,49,1
174,88,235,49,1
172,88,239,49,1
170,88,244,49,1
168,88,249,49,1
166,88,253,49,1
164,88,261,49,1
162,88,267,49,1
160,88,277,49,1
158,88,282,49,1
156,88,294,49,1
154,88,302,49,1
152,88,313,49,1
150,88,322,49,1
148,88,341,49,1
146,88,350,49,1
144,88,368,49,1
142,88,388,49,1
140,88,402,49,1
138,88,398,49,1
136,88,386,49,1
134,88,381,49,1
132,88,375,49,1
130,88,369,49,1
128,88,363,49,1
126,88,360,49,1
124,88,357,49,1
122,88,354,49,1
120,88,350,49,1
118,88,350,49,1
116,88,349,49,1
114,88,342,49,1
112,88,365,49,1
110,88,376,49,1
108,88,375,49,1
106,88,374,49,1
104,88,377,49,1
102,88,376,49,1
100,88,378,49,1
98,88,379,49,1
96,88,381,49,1
94,88,384,49,1
92,88,361,49,1
90,88,326,49,1
88,88,0,49,0
86,88,0,49,0
84,88,126,49,1
82,88,123,49,1
80,88,121,49,1
78,88,113,49,1
76,88,114,49,1
74,88,110,49,1
72,88,106,49,1
70,88,104,49,1
68,88,101,49,1
66,88,97,49,1
64,88,98,49,1
62,88,105,49,1
60,88,114,49,1
58,88,111,49,1
56,88,107,49,1
54,88,105,49,1
52,88,102,49,1
50,88,99,49,1
48,88,90,49,1
46,88,76,49,1
44,88,82,49,1
42,88,90,49,1
40,88,88,49,1
38,88,87,49,1
36,88,85,49,1
34,88,84,49,1
32,88,83,49,1
30,88,81,49,1
28,88,81,49,1
26,88,80,49,1
24,88,79,49,1
22,88,79,49,1
20,88,78,49,1
18,88,78,49,1
16,88,61,49,1
14,88,54,49,1
12,88,54,49,1
10,88,54,49,1
8,88,53,49,1
6,88,50,49,1
4,88,54,49,1
2,88,71,49,1
0,85,83,49,1
2,85,84,49,1
4,85,84,49,1
6,85,76,49,1
8,85,52,49,1
10,85,51,49,1
12,85,52,49,1
14,85,53,49,1
16,85,54,49,1
18,85,54,49,1
20,85,74,49,1
22,85,80,49,1
24,85,81,49,1
26,85,81,49,1
28,85,82,49,1
30,85,82,49,1
32,85,83,49,1
34,85,84,49,1
36,85,85,49,1
38,85,87,49,1
40,85,89,49,1
42,85,89,49,1
44,85,91,49,1
46,85,89,49,1
48,85,80,49,1
50,85,86,49,1
52,85,99,49,1
54,85,94,49,1
56,85,126,49,1
58,85,182,49,1
60,85,195,49,1
62,85,120,49,1
64,85,119,49,1
66,85,102,49,1
68,85,99,49,1
70,85,102,49,1
72,85,106,49,1
74,85,106,49,1
76,85,108,49,1
78,85,112,49,1
80,85,115,49,1
82,85,122,49,1
84,85,125,49,1
86,85,128,49,1
88,85,0,49,0
90,85,0,49,0
92,85,0,49,0
94,85,0,49,0
96,85,386,49,1
98,85,391,49,1
100,85,386,49,1
102,85,385,49,1
104,85,383,49,1
106,85,383,49,1
108,85,381,49,1
110,85,380,49,1
112,85,383,49,1
114,85,380,49,1
116,85,347,49,1
118,85,348,49,1
120,85,356,49,1
122,85,359,49,1
124,85,365,49,1
126,85,362,49,1
128,85,363,49,1
130,85,365,49,1
132,85,371,49,1
134,85,375,49,1
136,85,387,49,1
138,85,394,49,1
140,85,403,49,1
142,85,410,49,1
144,85,412,49,1
146,85,392,49,1
148,85,376,49,1
150,85,361,49,1
152,85,346,49,1
154,85,332,49,1
156,85,316,49,1
158,85,305,49,1
160,85,298,49,1
162,85,288,49,1
164,85,281,49,1
166,85,271,49,1
168,85,265,49,1
170,85,259,49,1
172,85,252,49,1
174,85,247,49,1
176,85,243,49,1
178,85,240,49,1
180,82,238,49,1
178,82,239,49,1
176,82,241,49,1
174,82,245,49,1
172,82,249,49,1
170,82,254,49,1
168,82,260,49,1
166,82,265,49,1
164,82,272,49,1
162,82,280,49,1
160,82,288,49,1
158,82,294,49,1
156,82,305,49,1
154,82,314,49,1
152,82,323,49,1
150,82,335,49,1
148,82,354,49,1
146,82,369,49,1
144,82,383,49,1
142,82,393,49,1
140,82,394,49,1
138,82,392,49,1
136,82,391,49,1
134,82,390,49,1
132,82,389,49,1
130,82,388,49,1
128,82,376,49,1
126,82,374,49,1
124,82,373,49,1
122,82,385,49,1
120,82,388,49,1
118,82,386,49,1
116,82,383,49,1
114,82,357,50,1
112,82,377,49,1
110,82,383,49,1
108,82,381,49,1
106,82,378,49,1
104,82,379,49,1
102,82,376,49,1
100,82,377,49,1
98,82,375,49,1
96,82,375,49,1
94,82,374,49,1
92,82,371,49,1
90,82,353,49,1
88,82,0,49,0
86,82,0,49,0
84,82,0,49,0
82,82,0,49,0
80,82,133,49,1
78,82,122,49,1
76,82,116,49,1
74,82,114,49,1
72,82,111,49,1
70,82,111,49,1
68,82,105,49,1
66,82,103,49,1
64,82,101,49,1
62,82,112,49,1
60,82,121,49,1
58,82,128,49,1
56,82,0,49,0
54,82,244,49,1
52,82,228,49,1
50,82,199,49,1
48,82,164,50,1
46,82,107,49,1
44,82,77,49,1
42,82,76,49,1
40,82,92,50,1
38,82,91,49,1
36,82,89,49,1
34,82,88,50,1
32,82,87,49,1
30,82,86,50,1
28,82,85,49,1
26,82,84,50,1
24,82,83,49,1
22,82,83,50,1
20,82,82,49,1
18,82,82,49,1
16,82,59,50,1
14,82,56,49,1
12,82,55,49,1
10,82,53,49,1
8,82,53,49,1
6,82,53,49,1
4,82,57,49,1
2,82,82,49,1
0,79,87,49,1
2,79,89,49,1
4,79,89,49,1
6,79,87,49,1
8,79,68,49,1
10,79,54,49,1
12,79,54,49,1
14,79,55,49,1
16,79,57,49,1
18,79,59,49,1
20,79,80,49,1
22,79,84,49,1
24,79,84,49,1
26,79,85,49,1
28,79,86,49,1
30,79,86,49,1
32,79,87,49,1
34,79,88,49,1
36,79,89,49,1
38,79,90,49,1
40,79,89,49,1
42,79,78,49,1
44,79,80,49,1
46,79,95,49,1
48,79,104,49,1
50,79,118,49,1
52,79,136,49,1
54,79,153,49,1
56,79,179,49,1
58,79,195,49,1
60,79,0,49,0
62,79,0,49,0
64,79,125,49,1
66,79,126,49,1
68,79,107,49,1
70,79,105,49,1
72,79,109,49,1
74,79,113,49,1
76,79,112,49,1
78,79,116,49,1
80,79,117,49,1
82,79,120,49,1
84,79,0,49,0
86,79,0,49,0
88,79,0,49,0
90,79,0,49,0
92,79,0,49,0
94,79,211,49,1
96,79,343,49,1
98,79,342,49,1
100,79,343,49,1
102,79,342,49,1
104,79,343,49,1
106,79,343,49,1
108,79,346,49,1
110,79,345,49,1
112,79,346,50,1
114,79,346,49,1
116,79,346,49,1
118,79,347,49,1
120,79,348,49,1
122,79,349,50,1
124,79,349,49,1
126,79,350,49,1
128,79,351,49,1
130,79,351,49,1
132,79,353,49,1
134,79,352,49,1
136,79,353,49,1
138,79,353,49,1
140,79,353,49,1
142,79,354,50,1
144,79,355,49,1
146,79,354,49,1
148,79,356,49,1
150,79,355,49,1
152,79,353,49,1
154,79,346,50,1
156,79,331,49,1
158,79,321,49,1
160,79,307,50,1
162,79,301,49,1
164,79,290,49,1
166,79,284,49,1
168,79,277,50,1
170,79,271,50,1
172,79,265,49,1
174,79,260,50,1
176,79,255,50,1
178,79,251,50,1
180,82,247,50,1
178,82,245,50,1
176,82,247,49,1
174,82,250,50,1
172,82,256,49,1
170,82,259,50,1
168,82,266,50,1
166,82,270,50,1
164,82,278,50,1
162,82,285,50,1
160,82,295,50,1
158,82,299,50,1
156,82,311,50,1
154,82,320,50,1
152,82,331,50,1
150,82,344,49,1
148,82,356,49,1
146,82,360,50,1
144,82,358,50,1
142,82,357,50,1
140,82,357,50,1
138,82,356,50,1
136,82,354,50,1
134,82,355,50,1
132,82,352,50,1
130,82,353,50,1
128,82,352,50,1
126,82,351,50,1
124,82,349,50,1
122,82,350,50,1
120,82,349,50,1
118,82,351,50,1
116,82,348,50,1
114,82,350,50,1
112,82,348,50,1
110,82,345,50,1
108,82,346,50,1
106,82,344,50,1
104,82,344,50,1
102,82,342,50,1
100,82,343,50,1
98,82,343,50,1
96,82,344,50,1
94,82,343,50,1
92,82,343,50,1
90,82,246,50,1
88,82,0,50,0
86,82,0,50,0
84,82,0,50,0
82,82,0,50,0
80,82,0,50,0
78,82,127,50,1
76,82,118,50,1
74,82,113,50,1
72,82,112,50,1
