pan,tilt,distance,temperature,valid
70,82,110,50,1
68,82,109,50,1
66,82,104,50,1
64,82,102,50,1
62,82,125,50,1
60,82,124,50,1
58,82,0,50,0
56,82,0,50,0
54,82,0,50,0
52,82,226,50,1
50,82,204,50,1
48,82,173,50,1
46,82,150,50,1
44,82,129,50,1
42,82,107,50,1
40,82,86,50,1
38,82,73,50,1
36,82,90,50,1
34,82,90,50,1
32,82,89,50,1
30,82,88,50,1
28,82,87,50,1
26,82,86,50,1
24,82,85,50,1
22,82,85,50,1
20,82,84,50,1
18,82,84,50,1
16,82,78,50,1
14,82,67,50,1
12,82,57,50,1
10,82,56,50,1
8,82,55,50,1
6,82,54,50,1
4,82,76,50,1
2,82,87,50,1
0,85,89,49,1
2,85,89,49,1
4,85,89,49,1
6,85,87,49,1
8,85,69,49,1
10,85,54,49,1
12,85,54,49,1
14,85,56,49,1
16,85,58,49,1
18,85,64,49,1
20,85,80,49,1
22,85,84,49,1
24,85,85,49,1
26,85,85,49,1
28,85,86,49,1
30,85,87,49,1
32,85,87,49,1
34,85,88,49,1
36,85,89,49,1
38,85,90,49,1
40,85,87,49,1
42,85,74,49,1
44,85,79,49,1
46,85,101,49,1
48,85,109,49,1
50,85,121,49,1
52,85,132,49,1
54,85,148,50,1
56,85,172,49,1
58,85,0,49,0
60,85,0,50,0
62,85,130,50,1
64,85,125,49,1
66,85,123,49,1
68,85,105,50,1
70,85,106,49,1
72,85,107,50,1
74,85,108,50,1
76,85,113,49,1
78,85,114,49,1
80,85,118,50,1
82,85,118,49,1
84,85,0,50,0
86,85,0,50,0
88,85,0,50,0
90,85,0,50,0
92,85,0,50,0
94,85,230,50,1
96,85,341,50,1
98,85,343,50,1
100,85,342,50,1
102,85,340,50,1
104,85,342,50,1
106,85,343,50,1
108,85,343,50,1
110,85,343,50,1
112,85,344,50,1
114,85,343,50,1
116,85,345,50,1
118,85,345,50,1
120,85,346,50,1
122,85,347,50,1
124,85,347,50,1
126,85,347,50,1
128,85,349,50,1
130,85,349,50,1
132,85,350,50,1
134,85,350,50,1
136,85,349,50,1
138,85,350,50,1
140,85,352,50,1
142,85,352,50,1
144,85,354,50,1
146,85,354,50,1
148,85,356,50,1
150,85,355,50,1
152,85,352,50,1
154,85,345,50,1
156,85,330,50,1
158,85,321,50,1
160,85,307,50,1
162,85,300,50,1
164,85,290,50,1
166,85,284,50,1
168,85,276,50,1
170,85,272,50,1
172,85,267,50,1
174,85,260,50,1
176,85,254,50,1
178,85,250,50,1
180,88,249,50,1
178,88,242,50,1
176,88,242,50,1
174,88,245,50,1
172,88,250,50,1
170,88,254,50,1
168,88,261,50,1
166,88,266,50,1
164,88,275,50,1
162,88,280,50,1
160,88,287,50,1
158,88,296,50,1
156,88,304,50,1
154,88,314,50,1
152,88,325,50,1
150,88,338,50,1
148,88,355,50,1
146,88,368,50,1
144,88,387,50,1
142,88,394,50,1
140,88,395,50,1
138,88,395,50,1
136,88,394,50,1
134,88,392,50,1
132,88,391,50,1
130,88,389,50,1
128,88,380,50,1
126,88,373,50,1
124,88,374,50,1
122,88,389,50,1
120,88,391,50,1
118,88,389,50,1
116,88,385,50,1
114,88,354,50,1
112,88,386,50,1
110,88,388,50,1
108,88,389,50,1
106,88,388,50,1
104,88,387,50,1
102,88,388,50,1
100,88,389,50,1
98,88,387,50,1
96,88,390,50,1
94,88,391,50,1
92,88,374,50,1
90,88,0,50,0
88,88,0,50,0
86,88,0,50,0
84,88,0,50,0
82,88,129,50,1
80,88,125,50,1
78,88,117,50,1
76,88,114,50,1
74,88,109,50,1
72,88,107,50,1
70,88,105,50,1
68,88,103,50,1
66,88,104,50,1
64,88,99,50,1
62,88,118,50,1
60,88,118,50,1
58,88,143,50,1
56,88,193,50,1
54,88,224,50,1
52,88,208,50,1
50,88,134,50,1
48,88,89,50,1
46,88,82,50,1
44,88,79,50,1
42,88,80,50,1
40,88,91,50,1
38,88,90,50,1
36,88,88,50,1
34,88,87,50,1
32,88,86,50,1
30,88,85,50,1
28,88,83,50,1
26,88,83,50,1
24,88,82,50,1
22,88,82,50,1
20,88,81,50,1
18,88,81,50,1
16,88,57,50,1
14,88,55,50,1
12,88,54,50,1
10,88,53,50,1
8,88,53,50,1
6,88,52,49,1
4,88,59,49,1
2,88,81,49,1
0,91,85,50,1
2,91,85,50,1
4,91,85,49,1
6,91,81,49,1
8,91,55,49,1
10,91,51,49,1
12,91,52,49,1
14,91,53,49,1
