102,351
103,338
104,333
105,331
106,325
107,323
108,320
109,318
110,314
111,310
112,308
113,305
114,304
115,301
116,299
117,296
118,294
119,292
120,291
121,289
122,287
123,284
124,283
125,282
126,281
127,280
128,278
129,277
130,276
131,274
132,272
133,272
134,271
135,271
136,270
137,268
138,268
139,269
140,268
141,268
142,268
143,268
144,268
145,269
145,270
144,269
143,268
142,268
141,268
140,268
139,268
138,268
137,269
136,268
135,269
134,270
133,270
132,271
131,272
130,273
129,274
128,276
127,277
126,279
125,280
124,281
123,283
122,284
121,285
120,288
119,290
118,291
117,293
116,297
115,298
114,301
113,302
112,307
111,307
110,310
109,312
108,318
107,320
106,323
105,328
104,329
103,335
102,337
101,343
100,347
100,350
101,351
102,350
103,342
104,335
105,330
106,328
107,322
108,321
109,315
110,314
111,310
112,308
113,306
114,302
115,302
116,298
117,297
118,293
119,293
120,289
121,289
122,287
123,285
124,283
125,281
126,280
127,279
128,277
129,277
130,275
131,274
132,273
133,272
134,271
135,270
136,270
137,269
138,268
139,268
140,268
141,268
142,268
143,269
144,268
145,268
145,269
144,269
143,267
142,268
141,268
140,268
139,268
138,268
137,269
136,269
135,269
134,270
133,270
132,271
131,273
130,273
129,274
128,276
127,277
126,279
125,280
124,282
123,283
122,284
121,285
120,288
119,289
118,291
117,294
116,297
115,298
114,301
113,304
112,305
111,308
110,310
109,312
108,316
107,320
106,325
105,326
104,330
103,333
102,339
101,341
100,345
100,350
101,351
102,350
103,344
104,334
105,330
106,325
107,323
108,318
109,317
110,316
111,310
112,309
113,304
114,303
115,300
116,299
117,295
118,294
119,292
120,291
121,289
122,286
123,285
124,283
125,282
126,280
127,279
128,277
129,277
130,276
131,275
132,273
133,271
134,270
135,271
136,269
137,268
138,268
139,268
140,268
141,268
142,267
143,267
144,268
145,268
145,268
144,269
143,268
142,268
141,268
140,267
139,268
138,268
137,269
136,269
135,269
134,270
133,271
132,272
131,273
130,274
129,275
128,275
127,278
126,279
125,280
124,282
123,283
122,284
121,285
120,287
119,289
118,291
117,294
116,296
115,299
114,302
113,303
112,307
111,307
110,309
109,313
108,316
107,321
106,324
105,328
104,329
103,336
102,340
101,340
100,346
100,351
101,350
102,350
103,341
104,334
105,329
106,326
107,321
108,320
109,319
110,313
111,311
112,308
113,306
114,302
115,302
116,299
117,296
118,294
119,292
120,291
121,289
122,286
123,284
124,283
125,282
126,280
127,279
128,278
129,276
130,275
131,275
132,273
133,272
134,271
135,270
136,269
137,269
138,269
139,268
140,268
141,268
142,267
143,268
144,268
145,268
145,269
144,268
143,269
142,268
141,268
140,268
139,268
138,268
137,269
136,269
135,269
134,270
133,270
132,271
131,272
130,274
129,274
128,277
127,277
126,279
125,280
124,283
123,283
122,283
121,286
120,289
119,289
118,290
117,295
116,297
115,298
114,301
113,303
112,307
111,307
110,311
109,313
108,318
107,321
106,324
105,326
104,332
103,333
102,335
101,341
100,343
100,349
101,352
102,350
103,342
104,334
105,330
106,327
107,322
108,320
109,318
110,316
111,311
112,308
113,305
114,302
115,300
116,299
117,295
118,294
119,293
120,290
121,290
122,286
123,285
124,283
125,283
126,281
127,279
128,279
129,276
130,275
131,275
132,273
133,271
134,271
135,270
136,269
137,269
138,269
139,268
140,269
141,268
142,267
143,268
144,268
145,267
145,269
144,268
143,269
142,268
141,268
140,268
139,268
138,268
137,268
136,269
135,269
134,269
133,271
132,271
131,273
130,274
129,275
128,276
127,278
126,279
125,280
124,282
123,283
122,284
121,286
120,288
119,289
118,292
117,293
116,297
115,299
114,299
113,303
112,305
111,308
110,310
109,313
108,316
107,320
106,324
105,327
104,330
103,334
102,339
101,341
100,345
100,350
101,353
102,349
103,339
104,334
105,331
106,327
107,324
108,320
109,318
110,315
111,311
112,307
113,305
114,303
115,300
116,299
117,296
118,295
119,292
120,290
121,288
122,286
123,284
124,284
125,283
126,281
127,279
128,277
129,277
130,275
131,274
132,272
133,272
134,271
135,270
136,269
137,269
138,268
139,268
140,267
141,268
142,268
143,268
144,268
145,268
145,269
144,268
143,268
142,268
141,269
140,267
139,268
138,269
137,268
136,269
135,268
134,270
133,270
132,272
131,272
130,274
129,274
128,275
127,278
126,277
125,280
124,282
123,283
122,283
121,286
120,287
119,290
118,290
117,294
116,296
115,299
114,301
113,303
112,307
111,309
110,311
109,313
108,317
107,322
106,323
105,327
104,328
103,334
102,337
101,341
100,343
100,351
101,351
102,350
103,340
104,335
105,329
106,327
107,321
108,320
109,317
110,315
111,309
112,308
113,307
114,303
115,301
116,298
117,296
118,293
119,293
120,290
121,289
122,287
123,284
124,284
125,282
126,281
127,278
128,278
129,276
130,276
131,274
132,273
133,272
134,271
135,270
136,271
137,269
138,268
139,269
140,268
141,268
142,268
143,268
144,268
145,268
145,269
144,268
143,269
142,268
141,268
140,268
139,267
138,269
137,269
136,269
135,269
134,270
133,270
132,271
131,273
130,274
129,273
128,276
127,277
126,279
125,281
124,282
123,283
122,286
121,286
120,287
119,289
118,291
117,294
116,296
115,298
114,301
113,304
112,305
111,308
110,310
109,312
108,316
107,320
106,324
105,326
104,330
103,333
102,340
101,342
100,346
100,351
101,351
102,348
103,342
104,334
105,330
106,326
107,323
108,318
109,317
110,315
111,312
112,309
113,306
114,303
115,302
116,299
117,296
118,295
119,293
120,292
121,289
122,286
123,286
124,283
125,282
126,280
127,279
128,277
129,277
130,277
131,273
132,274
133,273
134,271
135,270
136,269
137,269
138,268
139,268
140,268
141,269
142,267
143,268
144,268
145,269
145,269
144,269
143,269
142,269
141,268
140,268
139,268
138,268
137,268
136,269
135,269
134,270
133,271
132,272
131,272
130,273
129,275
128,275
127,277
126,279
125,280
124,281
123,284
122,284
121,285
120,287
119,289
118,291
117,294
116,297
115,299
114,301
113,303
112,307
111,309
110,310
109,313
108,316
107,321
106,323
105,328
104,330
103,335
102,336
101,341
100,346
100,352
101,350
102,349
103,342
104,334
105,328
106,327
107,323
108,320
109,317
110,314
111,310
112,308
113,307
114,302
115,301
116,298
117,297
118,293
119,292
120,291
121,289
122,287
123,284
124,283
125,281
126,280
127,279
128,278
129,276
130,275
131,274
132,272
133,272
134,271
135,270
136,270
137,269
138,269
139,268
140,268
141,268
142,268
143,267
144,268
145,268
145,269
144,269
143,269
142,268
141,268
140,268
139,269
138,268
137,269
136,269
135,269
134,270
133,270
132,272
131,272
130,273
129,275
128,276
127,278
126,279
125,279
124,282
123,283
122,285
121,286
120,288
119,289
118,292
117,294
116,296
115,299
114,301
113,303
112,305
111,307
110,309
109,312
108,317
107,320
106,324
105,327
104,331
103,334
102,336
101,341
100,346
100,351
101,351
102,349
103,341
104,333
105,330
106,328
107,322
108,320
